Website,3060,3070,3080,3060Ti,3090,URL
BestBuy,gpusv_facet-NVIDIA-GeForce-RTX-3060,gpusv_facet-NVIDIA-GeForce-RTX-3070,gpusv_facet-NVIDIA-GeForce-RTX-3080,gpusv_facet-NVIDIA-GeForce-RTX-3060-Ti,gpusv_facet-NVIDIA-GeForce-RTX-3090,https://www.bestbuy.com/site/computer-cards-components/video-graphics-cards/abcat0507002.c?id=abcat0507002
NewEgg,,,,,,https://www.newegg.com/p/pl?N=100007709&cm_sp=Cat_video-Cards_1-_-Visnav-_-Gaming-Video-Cards_1
Amazon,,,,,,https://www.amazon.com/gp/registry/wishlist/W26P99CCKZE2/ref=cm_wl_huc_view
Zotac,,,,,,https://www.zotacstore.com/us/graphics-cards/geforce-rtx-30-series
